car_name,variant,transmission,km_driven,owner_type,fuel_type,registeration,price,region,fair_price,deviation_pct,cluster,cluster_name,manipulated,manipulation_prob,dev_bucket
2017 Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,22284,1st Owner,Petrol,DL-4C,558000,DL,760500.0,-0.26627218934911245,1,underpriced,0,0.0,deep_under
2019 Tata Tiago,XZ 1.2 REVOTRON,Manual,38715,1st Owner,Petrol,UP-16,503000,UP,609900.0,-0.1752746351860961,1,underpriced,0,0.0,under
2014 HONDA AMAZE,1.2 SMT I VTEC,Manual,70134,1st Owner,Petrol,DL-4C,367000,DL,533800.0,-0.31247658298988384,2,normal,1,1.0,deep_under
2015 Hyundai i20 Active,1.2 S,Manual,37975,2nd Owner,Petrol,DL-8C,541000,DL,583300.0,-0.07251842962454998,1,underpriced,0,0.0,under
2017 Maruti BALENO,DELTA PETROL 1.2,Manual,89081,1st Owner,CNG,HR-12,559000,HR,537300.0,0.04038712078913084,2,normal,0,0.0,fair
2014 Maruti Ciaz,ZXI,Manual,79832,1st Owner,Petrol,HR-26,565000,HR,530900.0,0.06423055189301187,2,normal,0,0.0,over
2018 Maruti Vitara Brezza,ZDI PLUS AMT,Automatic,89151,1st Owner,Diesel,UP-16,837000,UP,1008800.0,-0.1703013481363997,2,normal,0,0.0,under
2012 Maruti Swift,VXI,Manual,52784,1st Owner,Petrol,DL-2C,308000,DL,420600.0,-0.2677127912505944,2,normal,0,0.0,deep_under
2020 Maruti Baleno,ZETA PETROL 1.2,Manual,14813,1st Owner,Petrol,UP-16,715000,UP,845900.0,-0.15474642392717816,1,underpriced,0,0.0,under
2020 Maruti Swift,LXI,Manual,66583,1st Owner,Petrol,DL-8C,542000,DL,441900.0,0.22652183751980087,2,normal,0,0.0,deep_over
2015 HYUNDAI XCENT,S 1.2,Manual,50990,2nd Owner,Petrol,HR-26,427000,HR,466000.0,-0.08369098712446352,2,normal,0,0.0,under
2018 Maruti Baleno,DELTA PETROL 1.2,Manual,15569,1st Owner,Petrol,DL-2C,597000,DL,596600.0,0.0006704659738518271,1,underpriced,0,0.0,fair
2014 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,77808,1st Owner,Petrol,UP-14,346000,UP,568970.0,-0.3918835790990738,2,normal,1,1.0,deep_under
2018 Maruti Celerio,VXI CNG,Manual,81143,1st Owner,CNG,DL-9C,462000,DL,509300.0,-0.09287257019438445,2,normal,0,0.0,under
2019 Hyundai Elite i20,1.2 SPORTS PLUS VTVT,Manual,30152,2nd Owner,Petrol,HR-26,662000,HR,574200.0,0.15290839428770464,1,underpriced,0,0.0,over
2019 Maruti BALENO,ZETA PETROL 1.2,Manual,0,1st Owner,Petrol,DL-8C,760000,DL,757300.0,0.003565297768387693,1,underpriced,0,0.0,fair
2018 Hyundai Grand i10,MAGNA 1.2 VTVT,Manual,15736,1st Owner,Petrol,DL-10,478000,DL,667700.0,-0.28410963007338624,1,underpriced,0,0.0,deep_under
2019 Maruti Baleno,DELTA PETROL 1.2,Manual,74161,2nd Owner,CNG,HR-34,596000,HR,545500.0,0.0925756186984418,2,normal,0,0.0,over
2016 Honda Jazz,1.2 S AT,Automatic,68766,1st Owner,Petrol,DL-4C,515000,DL,554400.0,-0.07106782106782107,2,normal,0,0.0,under
2017 Maruti Ciaz,DELTA 1.4 VVT,Manual,66931,1st Owner,Petrol,DL-7C,660000,DL,519200.0,0.2711864406779661,2,normal,0,0.0,deep_over
2019 Hyundai NEW SANTRO,SPORTZ 1.1,Manual,29826,2nd Owner,Petrol,HR-26,437000,HR,561600.0,-0.22186609686609687,1,underpriced,0,0.0,deep_under
2011 Toyota COROLLA ALTIS,1.8 G,Manual,66466,2nd Owner,Petrol,DL-12,408000,DL,492400.0,-0.17140536149471974,2,normal,0,0.0,under
2015 HYUNDAI ELITE I20,ASTA 1.2 (O),Manual,72417,2nd Owner,Petrol,DL-12,541000,DL,425800.0,0.2705495537811179,2,normal,0,0.0,deep_over
2018 Maruti Swift,ZXI,Manual,42705,1st Owner,Petrol,DL-3C,628000,DL,494400.0,0.2702265372168285,0,overpriced,0,0.0,deep_over
2019 Maruti SWIFT,LXI,Manual,70182,1st Owner,Petrol,DL-12,545000,DL,441400.0,0.23470774807430902,2,normal,0,0.0,deep_over
2021 Tata TIGOR,XZ PETROL,Manual,39895,1st Owner,Petrol,DL-7C,646000,DL,591820.0,0.0915481058429928,1,underpriced,0,0.0,over
2021 Maruti New Wagon-R,LXI CNG (O) 1.0,Manual,12121,1st Owner,CNG,HR-26,582000,HR,642500.0,-0.09416342412451362,1,underpriced,0,0.0,under
2019 Maruti Vitara Brezza,ZDI PLUS DUAL TONE,Manual,68208,1st Owner,Diesel,HR-26,879000,HR,930100.0,-0.05494032899688205,2,normal,0,0.0,under
2018 Maruti IGNIS,DELTA 1.2 K12,Manual,92670,1st Owner,Petrol,DL-2C,426000,DL,451400.0,-0.056269384138236594,2,normal,0,0.0,under
2022 Maruti New Wagon-R,VXI 1.0,Manual,3741,1st Owner,Petrol,HR-51,612000,HR,891200.0,-0.3132854578096948,1,underpriced,1,1.0,deep_under
2019 Renault Kwid,RXL,Manual,19729,1st Owner,Petrol,DL-8C,373000,DL,503800.0,-0.25962683604605,1,underpriced,0,0.0,deep_under
2019 Mahindra XUV500,W11,Manual,32204,1st Owner,Diesel,DL-1C,1375000,DL,943900.0,0.4567221103930501,0,overpriced,1,1.0,deep_over
2016 Hyundai Elite i20,MAGNA 1.2,Manual,38043,1st Owner,Petrol,DL-7C,523000,DL,525100.0,-0.003999238240335174,1,underpriced,0,0.0,fair
2015 Maruti Swift,VXI,Manual,78540,1st Owner,Petrol,DL-9C,453000,DL,409000.0,0.10757946210268948,2,normal,0,0.0,over
2017 Maruti S CROSS,ZETA 1.3,Manual,37911,1st Owner,Diesel,DL-8C,662000,DL,870200.0,-0.2392553435991726,1,underpriced,0,0.0,deep_under
2018 Maruti CELERIO X,ZXI,Manual,48335,1st Owner,Petrol,DL-9C,429000,DL,493700.0,-0.13105124569576665,2,normal,0,0.0,under
2017 Maruti SWIFT,LXI (O),Manual,43904,2nd Owner,Petrol,DL-12,446000,DL,554900.0,-0.1962515768606956,1,underpriced,0,0.0,under
2018 Maruti Celerio,VXI CNG,Manual,81406,1st Owner,CNG,DL-9C,473000,DL,509300.0,-0.07127429805615551,2,normal,0,0.0,under
2017 Hyundai Creta,1.4 E PLUS CRDI,Manual,98513,1st Owner,Diesel,HR-36,782000,HR,813400.0,-0.038603393164494716,2,normal,0,0.0,fair
2018 Honda Amaze,1.5 SMT I DTEC,Manual,82187,1st Owner,Diesel,DL-10,564000,DL,786500.0,-0.2828989192625556,2,normal,0,0.0,deep_under
2019 Mahindra XUV500,W11 (O),Manual,23017,1st Owner,Diesel,DL-12,1503000,DL,967000.0,0.5542916235780765,0,overpriced,1,1.0,deep_over
2017 HYUNDAI ELITE I20,ASTA 1.2,Manual,24418,1st Owner,Petrol,DL-8C,654000,DL,557400.0,0.17330462863293863,1,underpriced,0,0.0,over
2016 Maruti Baleno,DELTA PETROL 1.2,Manual,28131,2nd Owner,Petrol,DL-1C,538000,DL,546200.0,-0.015012815818381545,1,underpriced,0,0.0,fair
2021 DATSUN REDI GO,T (O),Manual,7330,1st Owner,Petrol,HR-72,400000,HR,956500.0,-0.5818086774699425,1,underpriced,1,1.0,deep_under
2020 Honda Amaze,1.2L I-VTEC E,Manual,13328,1st Owner,Petrol,HR-26,672000,HR,791865.0,-0.1513704987592582,1,underpriced,0,0.0,under
2019 Hyundai Verna,1.6 CRDI SX,Manual,37640,1st Owner,Diesel,HR-51,1052000,HR,1081125.0,-0.026939530581570125,1,underpriced,0,0.0,fair
2018 HYUNDAI CRETA,E PLUS 1.4 DIESEL,Manual,93155,2nd Owner,Diesel,UP-16,852000,UP,847900.0,0.00483547588158981,2,normal,0,0.0,fair
2014 Maruti Swift Dzire,ZXI,Manual,70706,1st Owner,Petrol,DL-2C,442000,DL,491700.0,-0.10107789302420175,2,normal,0,0.0,under
2017 Maruti Baleno,ZETA PETROL 1.2,Manual,29157,1st Owner,Petrol,DL-9C,568000,DL,582525.0,-0.024934552165143127,1,underpriced,0,0.0,fair
2016 Toyota Innova Crysta,2.4 VX 7 STR,Manual,72147,1st Owner,Diesel,HR-36,1444000,HR,922100.0,0.5659906734627481,0,overpriced,1,1.0,deep_over
2017 HONDA WR-V,1.5 i-DTEC S MT,Manual,61469,1st Owner,Diesel,HR-26,612000,HR,955000.0,-0.35916230366492147,2,normal,1,1.0,deep_under
2022 Renault Kiger, RXT (O) AMT 1.0 DUAL TONE,Automatic,6642,1st Owner,Petrol,UP-14,842000,UP,1052100.0,-0.19969584640243324,1,underpriced,0,0.0,under
2020 Skoda Rapid,1.0 AMBITION TSI AT,Automatic,10713,1st Owner,Petrol,DL-10,1051000,DL,978800.0,0.07376379239885573,1,underpriced,0,0.0,over
2019 Maruti Baleno,DELTA PETROL 1.2,Manual,61195,2nd Owner,Petrol,UP-14,579000,UP,569900.0,0.015967713633970874,2,normal,0,0.0,fair
2020 Maruti Swift,LXI,Manual,2297,2nd Owner,Petrol,DL-14,582000,DL,481100.0,0.2097277073373519,1,underpriced,0,0.0,deep_over
2018 Maruti Vitara Brezza,ZDI,Manual,40587,2nd Owner,Diesel,DL-3C,719000,DL,776500.0,-0.07405022537025113,1,underpriced,0,0.0,under
2020 KIA SELTOS,HTK PLUS 1.5 DIESEL,Manual,84335,1st Owner,Diesel,DL-12,1248000,DL,786500.0,0.5867768595041323,0,overpriced,1,1.0,deep_over
2018 Ford Ecosport,1.5TITANIUM TDCI,Manual,45730,1st Owner,Diesel,DL-12,758000,DL,895500.0,-0.15354550530429928,2,normal,0,0.0,under
2021 Honda Amaze,1.2 V CVT I VTEC,Automatic,21826,1st Owner,Petrol,DL-4C,833000,DL,1026000.0,-0.1881091617933723,1,underpriced,0,0.0,under
2018 HYUNDAI TUCSON NEW,GLS 4WD AT DIESEL,Automatic,25149,1st Owner,Diesel,UP-16,1846000,UP,1164200.0,0.5856382064937296,0,overpriced,1,1.0,deep_over
2018 HONDA CITY,VX CVT PETROL,Automatic,75891,1st Owner,Petrol,UP-32,898000,UP,792400.0,0.1332660272589601,2,normal,0,0.0,over
2020 Honda Amaze,1.2L I-VTEC S,Manual,47657,1st Owner,Petrol,DL-3C,635000,DL,485900.0,0.3068532619880634,0,overpriced,1,1.0,deep_over
2019 HYUNDAI CRETA,SX AT 1.6 DIESEL,Automatic,80459,1st Owner,Diesel,UP-14,1274000,UP,922000.0,0.38177874186550975,2,normal,1,1.0,deep_over
2021 Honda City,V MT PETROL,Manual,19216,1st Owner,Petrol,UP-16,960000,UP,821500.0,0.16859403530127814,1,underpriced,0,0.0,over
2019 Hyundai Creta,1.6 SX VTVT (O) EXECUTIVE,Manual,81872,1st Owner,Petrol,DL-12,1160000,DL,503600.0,1.3034154090548054,0,overpriced,1,1.0,deep_over
2020 Hyundai Elite i20,1.2 SPORTS PLUS VTVT,Manual,38241,1st Owner,Petrol,DL-1C,770000,DL,517220.0,0.48872820076563167,0,overpriced,1,1.0,deep_over
2015 Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVT,Automatic,75171,1st Owner,Petrol,DL-2C,423000,DL,508800.0,-0.16863207547169812,2,normal,0,0.0,under
2020 Hyundai NEW SANTRO,MAGNA CNG,Manual,19016,2nd Owner,CNG,DL-1C,505000,DL,714300.0,-0.29301413971720564,1,underpriced,0,0.0,deep_under
2018 Honda City,V MT PETROL,Manual,49089,1st Owner,Petrol,DL-10,829000,DL,698600.0,0.18665903235041512,2,normal,0,0.0,over
2017 Hyundai Grand i10,SPORTZ (O) 1.2 AT VTVT,Automatic,30210,1st Owner,Petrol,DL-8C,576000,DL,669200.0,-0.13927077106993424,1,underpriced,0,0.0,under
2014 HONDA CITY,SV MT PETROL,Manual,60378,1st Owner,Petrol,UP-32,521000,UP,567800.0,-0.08242338851708347,2,normal,0,0.0,under
2018 Maruti VITARA BREZZA,ZDI + AMT,Automatic,41271,1st Owner,Diesel,DL-2C,848000,DL,888600.0,-0.04568984920099032,1,underpriced,0,0.0,fair
2021 Hyundai VENUE,S 1.0 TURBO IMT,Manual,23036,1st Owner,Petrol,DL-10,1033000,DL,601700.0,0.7168023932192122,0,overpriced,1,1.0,deep_over
2019 HYUNDAI NEW SANTRO,SPORTZ 1.1,Manual,10632,1st Owner,Petrol,DL-12,481000,DL,669000.0,-0.28101644245142005,1,underpriced,0,0.0,deep_under
2019 Ford Ecosport,1.5 TREND TI VCT,Manual,20728,2nd Owner,CNG,HR-29,755000,HR,648800.0,0.16368680641183725,1,underpriced,0,0.0,over
2021 TOYOTA YARIS,J MT,Manual,8465,1st Owner,Petrol,DL-10,988000,DL,670800.0,0.4728682170542636,0,overpriced,1,1.0,deep_over
2021 Maruti Baleno,DELTA PETROL 1.2,Manual,44141,1st Owner,Petrol,DL-8C,668000,DL,609600.0,0.09580052493438321,1,underpriced,0,0.0,over
2017 HYUNDAI GRAND I10,MAGNA 1.2 KAPPA VTVT,Manual,35810,2nd Owner,CNG,HR-26,457000,HR,627100.0,-0.27124860468824746,1,underpriced,0,0.0,deep_under
2016 Hyundai Elite i20,ASTA 1.2,Manual,32296,1st Owner,Petrol,DL-2C,596000,DL,560200.0,0.06390574794716172,1,underpriced,0,0.0,over
2021 Hyundai NEW I20,MAGNA 1.5 MT,Manual,11726,1st Owner,Diesel,HR-98,829000,HR,1217570.0,-0.3191356554448615,1,underpriced,1,1.0,deep_under
2014 Maruti Wagon R 1.0,LXI,Manual,23760,1st Owner,Petrol,DL-2C,324000,DL,429500.0,-0.24563445867287545,1,underpriced,0,0.0,deep_under
2017 Maruti CIAZ,DELTA 1.4 MT PETROL,Manual,83946,2nd Owner,Petrol,HR-26,626000,HR,519700.0,0.20454108139311142,2,normal,0,0.0,deep_over
2020 KIA SELTOS,HTK PLUS AT 1.5 DIESEL,Automatic,49488,1st Owner,Diesel,HR-26,1377000,HR,1370675.0,0.0046145147463840805,2,normal,0,0.0,fair
2018 Maruti CIAZ,ALPHA 1.5 SHVS PETROL,Manual,55980,2nd Owner,Petrol,DL-12,875000,DL,614400.0,0.4241536458333333,0,overpriced,1,1.0,deep_over
2015 HONDA CITY,SV MT PETROL,Manual,47670,2nd Owner,Petrol,DL-4C,615000,DL,576500.0,0.06678230702515178,2,normal,0,0.0,over
2015 Maruti Swift,LXI,Manual,55080,1st Owner,Petrol,DL-2C,432000,DL,429500.0,0.005820721769499418,2,normal,0,0.0,fair
2020 Maruti Dzire,VXI AMT,Automatic,70510,2nd Owner,Petrol,HR-51,692000,HR,551900.0,0.2538503352056532,2,normal,0,0.0,deep_over
2020 Hyundai VENUE,SX PLUS 1.0 TURBO DCT,Automatic,18194,1st Owner,Petrol,DL-5C,1124000,DL,1010800.0,0.11199050257222003,1,underpriced,0,0.0,over
2018 Maruti Baleno,DELTA PETROL 1.2,Manual,24674,2nd Owner,Petrol,DL-6C,601000,DL,600300.0,0.0011660836248542396,1,underpriced,0,0.0,fair
2017 Maruti CIAZ,SIGMA 1.4 VVT,Manual,69680,1st Owner,Petrol,HR-26,611000,HR,531200.0,0.15022590361445784,2,normal,0,0.0,over
2018 Maruti Swift,VXI,Manual,55483,1st Owner,Petrol,DL-1C,548000,DL,469300.0,0.1676965693586192,2,normal,0,0.0,over
2018 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,85759,2nd Owner,CNG,HR-51,472000,HR,520000.0,-0.09230769230769231,2,normal,0,0.0,under
2018 Maruti Vitara Brezza,ZDI PLUS DUAL TONE,Manual,48535,1st Owner,Diesel,DL-12,763000,DL,875400.0,-0.12839844642449166,2,normal,0,0.0,under
2020 KIA SELTOS,GTX + AT PETROL,Automatic,28506,1st Owner,Petrol,HR-26,1633000,HR,1104000.0,0.4791666666666667,0,overpriced,1,1.0,deep_over
2014 Honda Amaze,1.2 SX MT I VTEC,Manual,55379,1st Owner,Petrol,DL-3C,423000,DL,468300.0,-0.09673286354900705,2,normal,0,0.0,under
2020 Maruti Baleno,ALPHA PETROL 1.2,Manual,22244,1st Owner,Petrol,DL-6C,778000,DL,589000.0,0.32088285229202035,0,overpriced,1,1.0,deep_over
2019 Honda Amaze,VX AT I DTEC,Automatic,69222,2nd Owner,Diesel,HR-26,740000,HR,783300.0,-0.05527894804034214,2,normal,0,0.0,under
2013 HONDA BRIO,1.2 S MT I VTEC,Manual,43956,1st Owner,Petrol,DL-2C,313000,DL,555200.0,-0.4362391930835735,1,underpriced,1,1.0,deep_under
2015 Honda City,1.5L I-VTEC VX CVT,Automatic,34851,1st Owner,Petrol,UP-78,703600,UP,1009960.0,-0.303338746088954,1,underpriced,1,1.0,deep_under
2019 Maruti Baleno,ZETA PETROL 1.2,Manual,8924,1st Owner,Petrol,UP-14,671000,UP,715700.0,-0.06245633645382143,1,underpriced,0,0.0,under
2020 Maruti New Wagon-R,LXI CNG 1.0 L,Manual,23040,1st Owner,CNG,DL-11,568000,DL,569600.0,-0.0028089887640449437,1,underpriced,0,0.0,fair
2020 HYUNDAI AURA,S 1.2 CNG,Manual,41871,1st Owner,CNG,DL-12,741000,DL,574825.0,0.289087983299265,0,overpriced,0,0.0,deep_over
2021 Toyota YARIS,J CVT,Automatic,15778,1st Owner,Petrol,HR-98,1046000,HR,1151600.0,-0.0916985064258423,1,underpriced,0,0.0,under
2021 NISSAN MAGNITE,XL Turbo CVT,Automatic,21967,1st Owner,Petrol,DL-8C,886000,DL,1066500.0,-0.16924519456165027,1,underpriced,0,0.0,under
2018 Maruti Vitara Brezza,ZDI PLUS,Manual,7749,1st Owner,Diesel,DL-9C,893000,DL,949900.0,-0.059901042214969995,1,underpriced,0,0.0,under
2017 TOYOTA COROLLA ALTIS,GL,Manual,45060,2nd Owner,Petrol,DL-10,1153000,DL,577400.0,0.9968825770696225,0,overpriced,1,1.0,deep_over
2017 Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVT,Manual,37646,1st Owner,Petrol,DL-4C,510000,DL,502400.0,0.015127388535031847,1,underpriced,0,0.0,fair
2015 HONDA JAZZ,1.2L I-VTEC VX,Manual,80224,1st Owner,Petrol,DL-3C,470000,DL,569200.0,-0.17427969079409697,2,normal,0,0.0,under
2018 Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,56054,1st Owner,Petrol,DL-10,579000,DL,666500.0,-0.1312828207051763,2,normal,0,0.0,under
2018 Maruti Swift,ZXI AMT,Automatic,37338,1st Owner,Petrol,DL-8C,671000,DL,654500.0,0.025210084033613446,1,underpriced,0,0.0,fair
2021 Tata NEXON,XZ+ 1.5,Manual,10422,1st Owner,Diesel,HR-26,1189000,HR,1230435.0,-0.03367508238956141,1,underpriced,0,0.0,fair
2021 Maruti New Wagon-R,LXI CNG 1.0 L,Manual,14396,1st Owner,CNG,DL-8C,589000,DL,591300.0,-0.003889734483341789,1,underpriced,0,0.0,fair
2018 Maruti Vitara Brezza,VDI,Manual,49317,1st Owner,Diesel,DL-6C,727000,DL,771600.0,-0.05780196993260757,2,normal,0,0.0,under
2016 Hyundai Grand i10,ASTA 1.2 (O) VTVT,Manual,25073,1st Owner,Petrol,DL-3C,468000,DL,544000.0,-0.13970588235294118,1,underpriced,0,0.0,under
2020 KIA SELTOS,GTX + AT PETROL,Automatic,18651,1st Owner,Petrol,DL-14,1646000,DL,1167800.0,0.40948792601472855,0,overpriced,1,1.0,deep_over
2018 HYUNDAI CRETA,1.6 SX (O) CRDI,Manual,60805,2nd Owner,Diesel,UP-16,928000,UP,864200.0,0.0738255033557047,2,normal,0,0.0,over
2018 Maruti Vitara Brezza,VDI OPT,Manual,34238,1st Owner,Diesel,DL-1C,750000,DL,860000.0,-0.12790697674418605,1,underpriced,0,0.0,under
2019 Maruti CIAZ,Alpha 1.5 Diesel,Manual,60812,2nd Owner,Diesel,DL-3C,985000,DL,831700.0,0.18432126968858964,2,normal,0,0.0,over
2019 Maruti Alto,LXI CNG,Manual,41807,1st Owner,CNG,DL-3C,383000,DL,521825.0,-0.2660374646672735,1,underpriced,0,0.0,deep_under
2021 Maruti Baleno,DELTA PETROL 1.2,Manual,19875,1st Owner,Petrol,DL-8C,716000,DL,648100.0,0.10476778274957568,1,underpriced,0,0.0,over
2018 Hyundai Creta,1.6 CRDI SX PLUS AUTO,Automatic,60316,1st Owner,Diesel,DL-8C,1192000,DL,1122100.0,0.06229391319846716,2,normal,0,0.0,over
2021 Mahindra Thar,LX PETROL HT 4WD AT,Automatic,12949,1st Owner,Petrol,UP-16,1503000,UP,1381100.0,0.08826297878502642,1,underpriced,0,0.0,over
2017 Maruti Baleno,DELTA PETROL 1.2,Manual,55725,1st Owner,Petrol,DL-9C,506000,DL,547400.0,-0.07563025210084033,2,normal,0,0.0,under
2017 Ford Ecosport,1.5TITANIUM TDCI,Manual,51665,1st Owner,Diesel,HR-34,658000,HR,1122475.0,-0.4137954074700996,2,normal,1,1.0,deep_under
2016 HONDA AMAZE,1.2 SX MT I VTEC,Manual,29081,1st Owner,Petrol,DL-2C,521000,DL,573125.0,-0.09094874591057797,1,underpriced,0,0.0,under
2016 Hyundai Creta,1.6 S,Manual,78700,1st Owner,Petrol,DL-8C,800000,DL,598100.0,0.3375689683999331,2,normal,1,1.0,deep_over
2016 Maruti Baleno,ZETA CVT PETROL 1.2,Automatic,32334,1st Owner,Petrol,UP-14,573000,UP,879460.0,-0.3484638300775476,1,underpriced,1,1.0,deep_under
2011 HYUNDAI I20,MAGNA (O) 1.2,Manual,72982,1st Owner,Petrol,HR-29,283000,HR,516100.0,-0.4516566556868824,2,normal,1,1.0,deep_under
2018 Tata Tiago,XZA 1.2 REVOTRON,Automatic,27451,2nd Owner,Petrol,HR-26,535000,HR,651400.0,-0.17869204789683757,1,underpriced,0,0.0,under
2018 Honda City,V MT PETROL,Manual,32812,1st Owner,Petrol,HR-26,832000,HR,784400.0,0.06068332483426823,1,underpriced,0,0.0,over
2019 Hyundai Creta,1.6 SX VTVT,Manual,21153,1st Owner,Petrol,UP-16,1149000,UP,833200.0,0.37902064330292845,0,overpriced,1,1.0,deep_over
2020 Maruti VITARA BREZZA,ZXI PLUS,Manual,10684,1st Owner,Petrol,HR-29,966000,HR,822965.0,0.17380447528145182,1,underpriced,0,0.0,over
2016 Honda Amaze,1.2 SX MT I VTEC,Manual,26535,1st Owner,Petrol,DL-8C,515000,DL,501600.0,0.02671451355661882,1,underpriced,0,0.0,fair
2021 Maruti S Cross,ZETA 1.5,Manual,16158,1st Owner,Petrol,UP-32,942000,UP,783100.0,0.20291150555484613,1,underpriced,0,0.0,deep_over
2020 Maruti Ciaz,ALPHA 1.5 MT VTVT SHVS,Manual,18699,1st Owner,Petrol,HR-23,956000,HR,615000.0,0.5544715447154471,0,overpriced,1,1.0,deep_over
2017 Maruti Baleno,DELTA PETROL 1.2,Manual,57559,1st Owner,Petrol,DL-8C,550000,DL,547400.0,0.0047497259773474606,2,normal,0,0.0,fair
2019 Maruti Baleno,DELTA PETROL 1.2,Manual,28991,1st Owner,Petrol,DL-2C,627000,DL,619100.0,0.01276045873041512,1,underpriced,0,0.0,fair
2021 Maruti Alto,LXI CNG,Manual,27451,1st Owner,CNG,DL-6C,456000,DL,493025.0,-0.07509761168297753,1,underpriced,0,0.0,under
2016 Maruti Baleno,DELTA PETROL 1.2,Manual,51415,1st Owner,Petrol,DL-8C,522000,DL,539900.0,-0.03315428783107983,2,normal,0,0.0,fair
2017 Hyundai Elite i20,MAGNA EXECUTIVE 1.2,Manual,62148,2nd Owner,Petrol,DL-4C,514000,DL,591600.0,-0.13116970926301555,2,normal,0,0.0,under
2021 HONDA WR-V,1.5L I-DTEC VX MT,Manual,8125,1st Owner,Diesel,HR-51,1022700,HR,1246870.0,-0.17978618460625406,1,underpriced,0,0.0,under
2016 Hyundai Elite i20,MAGNA 1.2,Manual,30873,1st Owner,Petrol,DL-9C,522000,DL,562100.0,-0.07133961928482477,1,underpriced,0,0.0,under
2019 Maruti IGNIS,DELTA 1.2,Manual,27641,1st Owner,Petrol,HR-26,505000,HR,592100.0,-0.14710352980915387,1,underpriced,0,0.0,under
2018 Maruti Dzire,VDI,Manual,68644,2nd Owner,Diesel,HR-26,602000,HR,797700.0,-0.24533032468346497,2,normal,0,0.0,deep_under
2016 HYUNDAI ELITE I20,ASTA 1.2 (O),Manual,84534,2nd Owner,Petrol,UP-14,587000,UP,643370.0,-0.08761676795623047,2,normal,0,0.0,under
2019 Toyota INNOVA CRYSTA,2.8 ZX AT 7 STR,Automatic,49585,1st Owner,Diesel,HR-29,2015000,HR,1293575.0,0.5576986259010881,0,overpriced,1,1.0,deep_over
2013 Honda Brio,1.2 EX MT I VTEC,Manual,65641,1st Owner,Petrol,HR-26,310000,HR,543800.0,-0.42993747701360796,2,normal,1,1.0,deep_under
2019 HONDA WR-V,1.2 i-VTEC VX MT,Manual,38273,2nd Owner,Petrol,UP-85,723000,UP,628900.0,0.14962633169025283,1,underpriced,0,0.0,over
2019 HYUNDAI VENUE,SX 1.0 TURBO,Manual,37597,2nd Owner,Petrol,DL-2C,892000,DL,566000.0,0.5759717314487632,0,overpriced,1,1.0,deep_over
2020 Toyota YARIS,G MT,Manual,72618,1st Owner,Petrol,HR-36,800000,HR,516100.0,0.5500871924045727,0,overpriced,1,1.0,deep_over
2017 Maruti Baleno,DELTA PETROL 1.2,Manual,39961,1st Owner,Petrol,HR-51,557000,HR,593500.0,-0.061499578770008424,1,underpriced,0,0.0,under
2019 Mahindra MARAZZO,M6 8 STR,Manual,35590,1st Owner,Diesel,HR-26,1065000,HR,1022425.0,0.041641196175758614,1,underpriced,0,0.0,fair
2019 Honda Amaze,1.2 SMT I VTEC,Manual,49648,1st Owner,Petrol,UP-14,597000,UP,598500.0,-0.002506265664160401,2,normal,0,0.0,fair
2020 Maruti Baleno,ALPHA PETROL 1.2,Manual,10869,1st Owner,Petrol,HR-26,772000,HR,733800.0,0.05205778141182884,1,underpriced,0,0.0,over
2019 Ford Ecosport,1.5 TITANIUM TI VCT,Manual,23356,2nd Owner,Petrol,HR-26,787000,HR,586800.0,0.34117246080436264,0,overpriced,1,1.0,deep_over
2019 Maruti Baleno,ZETA PETROL 1.2,Manual,24713,1st Owner,Petrol,DL-7C,739000,DL,666800.0,0.10827834433113377,1,underpriced,0,0.0,over
2013 Honda City,S MT PETROL,Manual,96271,1st Owner,Petrol,DL-3C,437000,DL,463100.0,-0.05635931764197798,2,normal,0,0.0,under
2020 Hyundai Creta,SX MT,Manual,55985,1st Owner,Diesel,HR-30,1502000,HR,1085375.0,0.3838535068524703,0,overpriced,1,1.0,deep_over
2015 HYUNDAI GRAND I10,ASTA 1.2 KAPPA VTVT,Manual,82117,2nd Owner,Petrol,DL-1C,428000,DL,419200.0,0.02099236641221374,2,normal,0,0.0,fair
2019 Maruti Vitara Brezza,ZDI AMT,Automatic,74766,1st Owner,Diesel,DL-3C,922000,DL,1051900.0,-0.1234908261241563,2,normal,0,0.0,under
2017 Maruti CIAZ,SHVS VDI,Manual,60895,1st Owner,Diesel,HR-51,594000,HR,898700.0,-0.3390452876376989,2,normal,1,1.0,deep_under
2016 Hyundai TUCSON NEW,GLS 2WD AT PETROL,Automatic,74977,2nd Owner,Petrol,DL-4C,1321000,DL,618700.0,1.1351220300630354,0,overpriced,1,1.0,deep_over
2015 HYUNDAI ELITE I20,SPORTZ 1.2,Manual,84176,1st Owner,Petrol,DL-3C,516000,DL,493800.0,0.04495747266099635,2,normal,0,0.0,fair
2018 Honda WR-V,1.2L I-VTEC VX MT,Manual,41825,1st Owner,Petrol,HR-26,804000,HR,776500.0,0.03541532517707663,1,underpriced,0,0.0,fair
