car_name,variant,transmission,km_driven,owner_type,fuel_type,registeration,price,region,fair_price,deviation_pct,cluster,cluster_name,manipulated,manipulation_prob,dev_bucket
2015 Honda City,VX (O) PETROL,Manual,70190,1st Owner,Petrol,HR-29,666000,HR,557700.0,0.19419042495965572,2,normal,0,0.0,over
2016 HYUNDAI ELITE I20,MAGNA 1.2,Manual,33752,1st Owner,Petrol,DL-8C,513000,DL,546000.0,-0.06043956043956044,1,underpriced,0,0.0,under
2014 Honda Amaze,1.2 EXMT I VTEC,Manual,77120,1st Owner,Petrol,DL-4C,348000,DL,558700.0,-0.3771254698407016,2,normal,1,1.0,deep_under
2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,35022,1st Owner,Petrol,DL-8C,472000,DL,521400.0,-0.09474491752972766,1,underpriced,0,0.0,under
2017 HONDA JAZZ,1.2L I-VTEC V AT,Automatic,28608,1st Owner,Petrol,DL-12,664000,DL,795000.0,-0.16477987421383647,1,underpriced,0,0.0,under
2018 HYUNDAI VERNA,1.6 VTVT SX (O) AT,Automatic,38660,1st Owner,Petrol,DL-1C,986000,DL,696200.0,0.4162596954898018,0,overpriced,1,1.0,deep_over
2018 Maruti ALTO K10,VXI,Manual,50002,1st Owner,Petrol,DL-3C,323000,DL,419200.0,-0.22948473282442747,2,normal,0,0.0,deep_under
2018 Maruti Dzire,VXI,Manual,53069,1st Owner,Petrol,UP-16,547000,UP,560100.0,-0.023388680592751294,2,normal,0,0.0,fair
2019 HONDA AMAZE,1.2L I-VTEC S,Manual,90618,1st Owner,CNG,DL-3C,628000,DL,505600.0,0.24208860759493672,2,normal,0,0.0,deep_over
2011 Hyundai Santro Xing,GL PLUS,Manual,49322,1st Owner,Petrol,DL-3C,202000,DL,446200.0,-0.547288211564321,2,normal,1,1.0,deep_under
2017 Hyundai Elite i20,SPORTZ 1.2,Manual,54124,1st Owner,Petrol,DL-12,585000,DL,465100.0,0.25779402279079766,0,overpriced,0,0.0,deep_over
2020 Maruti Swift,LXI,Manual,18862,1st Owner,Petrol,UP-14,585000,UP,457900.0,0.2775715221664119,0,overpriced,0,0.0,deep_over
2020 Hyundai Creta,EX 1.5 PETROL,Manual,45938,1st Owner,Petrol,HR-51,1109000,HR,755800.0,0.4673193966657846,0,overpriced,1,1.0,deep_over
2019 HYUNDAI CRETA,SX AT 1.6 PETROL,Automatic,13948,1st Owner,Petrol,UP-14,1337000,UP,1052100.0,0.270791749833666,0,overpriced,0,0.0,deep_over
2018 Honda City,1.5L I-VTEC V MT,Manual,38508,1st Owner,Petrol,DL-11,825000,DL,621220.0,0.328031937155919,0,overpriced,1,1.0,deep_over
2018 Renault Kwid,1.0 RXT Opt,Manual,41823,1st Owner,Petrol,DL-8C,358000,DL,574400.0,-0.3767409470752089,1,underpriced,1,1.0,deep_under
2018 Renault Duster,RXS CVT 106 PS,Automatic,74566,2nd Owner,Petrol,DL-3C,698000,DL,630800.0,0.10653138871274571,2,normal,0,0.0,over
2018 Maruti Baleno,DELTA PETROL 1.2,Manual,28078,1st Owner,Petrol,UP-16,610000,UP,680600.0,-0.10373200117543344,1,underpriced,0,0.0,under
2016 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,1,1st Owner,Petrol,DL-10,456000,DL,574000.0,-0.20557491289198607,1,underpriced,0,0.0,deep_under
2019 Hyundai Elite i20,1.2 SPORTS PLUS VTVT,Manual,49538,1st Owner,Petrol,DL-11,695000,DL,561600.0,0.23753561253561253,0,overpriced,0,0.0,deep_over
2018 Maruti Swift,VXI,Manual,57871,1st Owner,Petrol,DL-3C,533000,DL,469300.0,0.13573407202216067,2,normal,0,0.0,over
2021 VOLKSWAGEN POLO,COMFORTLINE 1.0 TSI MT,Manual,13703,1st Owner,Petrol,DL-7C,803000,DL,718500.0,0.11760612386917188,1,underpriced,0,0.0,over
2016 Maruti Baleno,ALPHA PETROL 1.2,Manual,25628,1st Owner,Petrol,HR-10,573000,HR,601700.0,-0.04769818846601296,1,underpriced,0,0.0,fair
2015 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,57740,1st Owner,Petrol,DL-8C,389000,DL,445100.0,-0.12603909233880026,2,normal,0,0.0,under
2022 Maruti Vitara Brezza,VXI,Manual,4178,1st Owner,Petrol,DL-2C,901000,DL,535900.0,0.6812838216085091,0,overpriced,1,1.0,deep_over
2015 Honda City,SV MT PETROL,Manual,72662,1st Owner,Petrol,UP-14,584000,UP,554700.0,0.052821344871101496,2,normal,0,0.0,over
2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,17815,1st Owner,Petrol,DL-9C,484000,DL,570000.0,-0.15087719298245614,1,underpriced,0,0.0,under
2018 Honda City,V MT PETROL,Manual,31912,1st Owner,Petrol,DL-10,848000,DL,762400.0,0.11227701993704092,1,underpriced,0,0.0,over
2020 SKODA RAPID,1.0 AMBITION TSI MT,Manual,45347,1st Owner,Petrol,HR-01,893000,HR,755800.0,0.18152950516009525,0,overpriced,0,0.0,over
2018 HYUNDAI CRETA,1.6 CRDI SX PLUS AUTO,Automatic,58009,2nd Owner,Diesel,UP-32,977000,UP,1021900.0,-0.043937762990507875,2,normal,0,0.0,fair
2017 Hyundai Grand i10,Magna 1.2 AT  VTVT,Automatic,51693,1st Owner,Petrol,DL-8C,475000,DL,590100.0,-0.195051686154889,2,normal,0,0.0,under
2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,24035,1st Owner,Petrol,DL-8C,454000,DL,457600.0,-0.007867132867132868,1,underpriced,0,0.0,fair
2014 Maruti Wagon R 1.0,LXI,Manual,33016,2nd Owner,Petrol,DL-7C,298000,DL,444000.0,-0.32882882882882886,1,underpriced,1,1.0,deep_under
2018 Renault Kwid,1.0 RXT Opt,Manual,15030,1st Owner,Petrol,DL-3C,361000,DL,587700.0,-0.38574102433214225,1,underpriced,1,1.0,deep_under
2018 Hyundai Elite i20,ASTA 1.2,Manual,20590,1st Owner,Petrol,DL-4C,712000,DL,618900.0,0.1504281790273065,1,underpriced,0,0.0,over
2018 Maruti CELERIO,VXI CNG,Manual,49841,1st Owner,CNG,DL-12,489000,DL,545550.0,-0.10365686004949135,2,normal,0,0.0,under
2019 Hyundai Elite i20,1.2 MAGNA PLUS VTVT,Manual,22634,2nd Owner,Petrol,DL-1C,629000,DL,649500.0,-0.03156274056966898,1,underpriced,0,0.0,fair
2019 KIA SELTOS,GTX 1.4 GDI AT PETROL,Automatic,13672,1st Owner,Petrol,UP-70,1441000,UP,1052100.0,0.36964166904286666,0,overpriced,1,1.0,deep_over
2016 Honda Jazz,1.2 SV MT,Manual,51897,1st Owner,Petrol,DL-14,461000,DL,415200.0,0.1103082851637765,2,normal,0,0.0,over
2019 Maruti Alto K10,LXI CNG,Manual,65329,1st Owner,CNG,DL-9C,401000,DL,448000.0,-0.10491071428571429,2,normal,0,0.0,under
2010 Maruti SWIFT DZIRE,ZXI 1.3,Manual,78054,2nd Owner,Petrol,DL-9C,241000,DL,411800.0,-0.41476444876153473,2,normal,1,1.0,deep_under
2021 Tata NEXON,XZ 1.2,Manual,17620,1st Owner,Petrol,DL-9C,938000,DL,726900.0,0.29041133580960243,0,overpriced,0,0.0,deep_over
2021 MAHINDRA XUV 3OO,1.2 W6 MT,Manual,31346,1st Owner,Petrol,DL-3C,1011000,DL,636100.0,0.5893727401351989,0,overpriced,1,1.0,deep_over
2013 Honda City,S MT PETROL,Manual,61408,2nd Owner,Petrol,DL-4C,449000,DL,591600.0,-0.24104124408384042,2,normal,0,0.0,deep_under
2018 Maruti Baleno,ALPHA PETROL 1.2,Manual,20599,2nd Owner,Petrol,HR-26,623000,HR,599100.0,0.03989317309297279,1,underpriced,0,0.0,fair
2019 Hyundai Elite i20,MAGNA PLUS 1.2,Manual,33238,1st Owner,Petrol,HR-26,610000,HR,632200.0,-0.03511546978804176,1,underpriced,0,0.0,fair
2019 VOLKSWAGEN VENTO,1.2 TSI HIGHLINE PLUS AT,Automatic,48179,1st Owner,Petrol,HR-51,850000,HR,775100.0,0.09663269255579925,2,normal,0,0.0,over
2014 HONDA CITY,SV MT PETROL,Manual,62994,1st Owner,Petrol,DL-1C,542000,DL,535300.0,0.012516345974220064,2,normal,0,0.0,fair
2015 Hyundai Elite i20,ASTA 1.2,Manual,62683,1st Owner,Petrol,DL-12,572000,DL,527700.0,0.08394921356831533,2,normal,0,0.0,over
2019 HYUNDAI VENUE,1.0 TURBO GDI SX+ AT,Automatic,57801,1st Owner,Petrol,HR-76,929000,HR,758100.0,0.22543200105526975,2,normal,0,0.0,deep_over
2018 HYUNDAI CRETA,SX 1.6 DIESEL,Manual,61764,2nd Owner,Diesel,DL-5C,993000,DL,839200.0,0.1832697807435653,2,normal,0,0.0,over
2019 Volkswagen Ameo,HIGHLINE PLUS DSG 1.5,Automatic,59657,1st Owner,Diesel,DL-8C,759000,DL,1093900.0,-0.30615229911326447,2,normal,1,1.0,deep_under
2018 VOLKSWAGEN TIGUAN,HIGHLINE A/T,Automatic,68377,1st Owner,Diesel,DL-1C,1996000,DL,1192300.0,0.6740753166149459,0,overpriced,1,1.0,deep_over
2018 HONDA AMAZE,1.5 VXMT I DTEC,Manual,52767,1st Owner,Diesel,DL-10,645000,DL,728000.0,-0.11401098901098901,2,normal,0,0.0,under
2022 Hyundai NEW I20 N LINE,N8 1.0 TURBO GDI DCT,Automatic,14958,1st Owner,Petrol,HR-14,1144000,HR,1151600.0,-0.006599513720041681,1,underpriced,0,0.0,fair
2020 Maruti Swift,LXI,Manual,11175,1st Owner,Petrol,DL-3C,591000,DL,545800.0,0.0828142176621473,1,underpriced,0,0.0,over
2018 Volkswagen Polo,COMFORTLINE 1.0 PETROL,Manual,27132,1st Owner,Petrol,DL-10,662000,DL,532700.0,0.24272573681246482,0,overpriced,0,0.0,deep_over
2017 Hyundai Verna,1.6 SX VTVT AT (O),Automatic,42423,1st Owner,Petrol,DL-12,933000,DL,711700.0,0.3109456231558241,0,overpriced,1,1.0,deep_over
2019 Maruti Swift,LXI,Manual,14058,1st Owner,Petrol,DL-2C,562000,DL,553500.0,0.015356820234869015,1,underpriced,0,0.0,fair
2021 Mahindra Thar,LX D 4*4 MT HT,Manual,16749,2nd Owner,Diesel,HR-24,1500000,HR,1289325.0,0.163399453202257,1,underpriced,0,0.0,over
2018 Maruti ALTO 800,LXI,Manual,27997,2nd Owner,Petrol,HR-36,336000,HR,402200.0,-0.16459472899055197,1,underpriced,0,0.0,under
2017 HYUNDAI GRAND I10,Sportz1.2 CRDI,Manual,68845,1st Owner,Diesel,UP-83,500000,UP,762100.0,-0.3439181209814985,2,normal,1,1.0,deep_under
2014 Toyota Etios,G SP,Manual,78652,1st Owner,Petrol,HR-29,361000,HR,538700.0,-0.3298682012251717,2,normal,1,1.0,deep_under
2020 Maruti SWIFT,LXI,Manual,51768,1st Owner,Petrol,DL-1C,546000,DL,437100.0,0.2491420727522306,0,overpriced,0,0.0,deep_over
2022 MAHINDRA XUV 3OO,1.2 W6 AT,Automatic,6970,1st Owner,Petrol,DL-12,1122000,DL,1133900.0,-0.010494752623688156,1,underpriced,0,0.0,fair
2018 VOLKSWAGEN TIGUAN,HIGHLINE A/T,Automatic,75468,1st Owner,Diesel,DL-1C,1865000,DL,1192300.0,0.564203640023484,0,overpriced,1,1.0,deep_over
2021 Hyundai NEW I20,SPORTZ 1.0T GDI IMT,Manual,15840,1st Owner,Petrol,UP-14,793000,UP,828100.0,-0.0423861852433281,1,underpriced,0,0.0,fair
2018 Honda WR-V,1.2 i-VTEC S MT,Manual,50925,1st Owner,Petrol,UP-53,642000,UP,625200.0,0.026871401151631478,2,normal,0,0.0,fair
2014 Maruti SWIFT,ZXI,Manual,48929,1st Owner,Petrol,DL-3C,458000,DL,487200.0,-0.05993431855500821,2,normal,0,0.0,under
2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,30183,1st Owner,Petrol,DL-8C,465000,DL,453400.0,0.025584472871636524,1,underpriced,0,0.0,fair
2022 Maruti BREZZA,ZXI + AT SMART HYBRID,,9124,1st Owner,Petrol,UP-14,1295000,UP,738200.0,0.7542671362774316,0,overpriced,1,1.0,deep_over
2020 TOYOTA YARIS,G MT,Manual,44145,1st Owner,Petrol,DL-1C,847000,DL,642900.0,0.3174677243739306,0,overpriced,1,1.0,deep_over
2018 Maruti Dzire,VDI,Manual,85262,1st Owner,Diesel,DL-12,585000,DL,778400.0,-0.24845837615621788,2,normal,0,0.0,deep_under
2018 Maruti DZIRE,ZDI Plus AMT,Automatic,82887,1st Owner,Diesel,DL-6C,625000,DL,1192300.0,-0.47580306969722386,2,normal,1,1.0,deep_under
2019 Hyundai Creta,SX AT 1.6 PETROL,Automatic,26003,2nd Owner,Petrol,HR-26,1220000,HR,729900.0,0.6714618440882313,0,overpriced,1,1.0,deep_over
2015 Toyota Camry,2.5 AT,Automatic,93626,1st Owner,Petrol,HR-26,1196000,HR,774200.0,0.5448204598295014,2,normal,1,1.0,deep_over
2021 Maruti Swift,LXI,Manual,29670,1st Owner,Petrol,HR-29,568000,HR,512200.0,0.10894181960171807,1,underpriced,0,0.0,over
2021 Mahindra Thar,LX D 4*4 MT HT,Manual,41433,1st Owner,Diesel,HR-54,1484250,HR,1335625.0,0.11127749181094992,1,underpriced,0,0.0,over
2019 HYUNDAI NEW SANTRO,ASTA 1.1 MT,Manual,41819,1st Owner,Petrol,DL-5C,456000,DL,602800.0,-0.2435301924353019,1,underpriced,0,0.0,deep_under
2019 Hyundai VENUE,1.4 CRDI MT SX,Manual,40655,1st Owner,Diesel,DL-5C,928000,DL,885800.0,0.047640550914427635,1,underpriced,0,0.0,fair
2016 Honda Jazz,1.2 V MT,Manual,35734,1st Owner,Petrol,UP-16,471000,UP,607300.0,-0.22443602832208134,1,underpriced,0,0.0,deep_under
2018 Maruti IGNIS,DELTA 1.2,Manual,32089,1st Owner,Petrol,DL-3C,487000,DL,569300.0,-0.14456349903390128,1,underpriced,0,0.0,under
2021 Maruti Baleno,DELTA PETROL 1.2,Manual,42431,1st Owner,Petrol,HR-26,676000,HR,655600.0,0.03111653447223917,1,underpriced,0,0.0,fair
2019 Maruti ALTO K10,VXI,Manual,53883,1st Owner,Petrol,HR-26,366000,HR,501800.0,-0.27062574730968514,2,normal,0,0.0,deep_under
2013 Toyota Etios Liva,G,Manual,77156,1st Owner,Petrol,DL-10,278000,DL,562500.0,-0.5057777777777778,2,normal,1,1.0,deep_under
2020 Maruti Vitara Brezza,ZXI+ DUAL TONE,Manual,30331,1st Owner,Petrol,HR-26,921000,HR,589300.0,0.5628712031223485,0,overpriced,1,1.0,deep_over
2020 Maruti BALENO,ZETA CVT PETROL 1.2,Automatic,35131,2nd Owner,Petrol,UP-16,758000,UP,754660.0,0.004425834150478361,1,underpriced,0,0.0,fair
2017 Renault Duster,RXL PETROL 104,Manual,33494,1st Owner,Petrol,DL-8C,687000,DL,510000.0,0.34705882352941175,0,overpriced,1,1.0,deep_over
2022 Maruti Swift,VXI AMT,Automatic,91,1st Owner,Petrol,HR-26,777200,HR,1104620.0,-0.29640962502942186,1,underpriced,0,0.0,deep_under
2019 VOLKSWAGEN VENTO,COMFORTLINE DIESEL 1.5,Manual,32652,1st Owner,Diesel,UP-14,759000,UP,960700.0,-0.20995107733944,1,underpriced,0,0.0,deep_under
2018 Maruti Wagon R 1.0,VXI AMT,Automatic,24549,2nd Owner,Petrol,DL-5C,448000,DL,588700.0,-0.2390011890606421,1,underpriced,0,0.0,deep_under
2014 Maruti RITZ,VXI ELATE LIMITED EDITION,Manual,52682,1st Owner,Petrol,DL-8C,316000,DL,426900.0,-0.25977980791754507,2,normal,0,0.0,deep_under
2021 Maruti Vitara Brezza,ZXI,Manual,170,1st Owner,Petrol,HR-26,996000,HR,819500.0,0.2153752287980476,1,underpriced,0,0.0,deep_over
2020 Skoda Rapid,1.0 AMBITION TSI AT,Automatic,55243,1st Owner,Petrol,DL-10,932000,DL,715800.0,0.30203967588711933,0,overpriced,1,1.0,deep_over
2019 Jeep Compass,2.0 LIMITED,Manual,47136,1st Owner,Diesel,HR-26,1621000,HR,1203100.0,0.3473526722633198,0,overpriced,1,1.0,deep_over
2020 Maruti Baleno,SIGMA PETROL 1.2,Manual,22354,1st Owner,Petrol,DL-12,603000,DL,565600.0,0.06612446958981612,1,underpriced,0,0.0,over
2016 HYUNDAI ELITE I20,ASTA 1.2 (O),Manual,40106,1st Owner,Petrol,DL-7C,614000,DL,570020.0,0.07715518753727939,1,underpriced,0,0.0,over
2018 Maruti WAGON R 1.0,VXI,Manual,48863,1st Owner,Petrol,HR-26,404000,HR,429700.0,-0.05980916918780545,2,normal,0,0.0,under
2013 Maruti SWIFT DZIRE,VXI,Manual,48669,1st Owner,Petrol,DL-3C,380000,DL,419200.0,-0.09351145038167939,2,normal,0,0.0,under
2018 Maruti VITARA BREZZA,ZDI PLUS,Manual,50465,1st Owner,Diesel,UP-14,770000,UP,782500.0,-0.01597444089456869,2,normal,0,0.0,fair
2018 Maruti Baleno,DELTA 1.2 K12,Manual,39910,2nd Owner,Petrol,DL-7C,526000,DL,595500.0,-0.11670864819479429,1,underpriced,0,0.0,under
2020 Maruti Vitara Brezza,ZDI,Manual,31439,1st Owner,Diesel,DL-4C,880000,DL,894300.0,-0.015990159901599015,1,underpriced,0,0.0,fair
2022 Maruti Dzire,ZXI AMT,Automatic,1570,1st Owner,Petrol,DL-12,924000,DL,1061800.0,-0.12977961951403277,1,underpriced,0,0.0,under
2019 Maruti CELERIO,VXI,Manual,44893,1st Owner,Petrol,DL-1C,446000,DL,419200.0,0.06393129770992366,2,normal,0,0.0,over
2017 Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVT,Manual,36974,1st Owner,Petrol,UP-14,488000,UP,598800.0,-0.1850367401469606,1,underpriced,0,0.0,under
2018 Maruti IGNIS,SIGMA 1.2,Manual,35874,2nd Owner,Petrol,DL-12,434000,DL,523300.0,-0.1706478119625454,1,underpriced,0,0.0,under
2018 Honda WR-V,1.2L I-VTEC S MT,Manual,27235,1st Owner,Petrol,HR-36,677000,HR,651200.0,0.03961916461916462,1,underpriced,0,0.0,fair
2019 Maruti Baleno,DELTA PETROL 1.2,Manual,33836,1st Owner,Petrol,DL-3C,615000,DL,603200.0,0.01956233421750663,1,underpriced,0,0.0,fair
2017 Honda City,V MT PETROL,Manual,35601,1st Owner,Petrol,UP-16,774000,UP,762000.0,0.015748031496062992,1,underpriced,0,0.0,fair
2016 Ford Ecosport,1.0 TREND+ (ECOBOOST),Manual,59612,1st Owner,Petrol,DL-10,632000,DL,472200.0,0.33841592545531557,0,overpriced,1,1.0,deep_over
2012 Honda City,S MT PETROL,Manual,63533,1st Owner,Petrol,HR-26,415000,HR,511400.0,-0.1885021509581541,2,normal,0,0.0,under
2019 FORD ECOSPORT,TITANIUM 1.5L PETROL,Manual,22270,1st Owner,Petrol,UP-16,793000,UP,681500.0,0.1636096845194424,1,underpriced,0,0.0,over
2016 Maruti Celerio,ZXI AMT,Automatic,44995,2nd Owner,Petrol,DL-8C,399000,DL,575000.0,-0.3060869565217391,1,underpriced,1,1.0,deep_under
2015 Toyota Corolla Altis,GL,Manual,100530,1st Owner,Petrol,DL-3C,799000,DL,451400.0,0.770048737261852,0,overpriced,1,1.0,deep_over
2015 Maruti Celerio,VXI AMT,Automatic,63382,2nd Owner,Petrol,DL-5C,361000,DL,611000.0,-0.40916530278232405,2,normal,1,1.0,deep_under
2020 Hyundai NEW SANTRO,SPORTZ AMT,Automatic,35686,1st Owner,Petrol,DL-10,551000,DL,777120.0,-0.2909717932880379,1,underpriced,0,0.0,deep_under
2021 Maruti Celerio,VXI,Manual,25145,1st Owner,Petrol,HR-98,475000,HR,467700.0,0.015608295916185589,1,underpriced,0,0.0,fair
2019 Hyundai Creta,1.6 SX VTVT,Manual,12938,1st Owner,Petrol,DL-7C,1137000,DL,768800.0,0.47892819979188345,0,overpriced,1,1.0,deep_over
2015 TOYOTA COROLLA ALTIS,VL CVT PETROL,Automatic,51062,1st Owner,Petrol,DL-10,934000,DL,643700.0,0.45098648438713684,0,overpriced,1,1.0,deep_over
2019 Volkswagen POLO,GT TDI,Manual,85697,1st Owner,Diesel,UP-16,744000,UP,776570.0,-0.04194084242244743,2,normal,0,0.0,fair
2017 Ford Ecosport,TREND 1.5L PETROL,Manual,73522,1st Owner,Petrol,UP-14,600000,UP,553700.0,0.08361928842333394,2,normal,0,0.0,over
2017 Maruti Dzire,VXI,Manual,48730,1st Owner,Petrol,HR-26,552000,HR,452100.0,0.22096881220968811,0,overpriced,0,0.0,deep_over
2011 Hyundai i10,SPORTZ 1.2 AT,Automatic,22517,2nd Owner,Petrol,DL-3C,250000,DL,610500.0,-0.5904995904995906,1,underpriced,1,1.0,deep_under
2018 Maruti DZIRE,VXI AMT,Automatic,49929,1st Owner,Petrol,DL-9C,625000,DL,598200.0,0.044801069876295556,2,normal,0,0.0,fair
2019 KIA SELTOS,HTK 1.5 PETROL,Manual,7221,1st Owner,Petrol,HR-26,1132000,HR,1076800.0,0.0512630014858841,1,underpriced,0,0.0,over
2019 Maruti Baleno,DELTA PETROL 1.2,Manual,17266,1st Owner,Petrol,HR-26,643000,HR,651600.0,-0.013198281154082258,1,underpriced,0,0.0,fair
2015 Honda Jazz,1.2 V AT,Automatic,65103,1st Owner,Petrol,DL-5C,523000,DL,566300.0,-0.07646123962564012,2,normal,0,0.0,under
2020 Renault Kwid,1.0 RXT Opt AT,Automatic,13095,1st Owner,Petrol,DL-3C,472000,DL,833800.0,-0.4339170064763732,1,underpriced,1,1.0,deep_under
2017 Maruti BALENO,DELTA PETROL 1.2,Manual,39745,1st Owner,Petrol,DL-12,562000,DL,575000.0,-0.022608695652173914,1,underpriced,0,0.0,fair
2016 Maruti Baleno,DELTA PETROL 1.2,Manual,41373,1st Owner,Petrol,DL-2C,517000,DL,563600.0,-0.08268275372604685,1,underpriced,0,0.0,under
2018 Mahindra TUV 300 PLUS,P8,Manual,83004,1st Owner,Diesel,DL-8C,819000,DL,786500.0,0.04132231404958678,2,normal,0,0.0,fair
2020 HYUNDAI GRAND I10 NIOS,MAGNA 1.2 KAPPA VTVT,Manual,19713,1st Owner,Petrol,HR-26,577000,HR,552500.0,0.044343891402714934,1,underpriced,0,0.0,fair
2014 Honda Amaze,1.2 EMT I VTEC,Manual,27324,1st Owner,Petrol,DL-13,394000,DL,511600.0,-0.22986708365910868,1,underpriced,0,0.0,deep_under
2017 Maruti Ciaz,ALPHA 1.4 VVT,Manual,98200,1st Owner,Petrol,DL-8C,653000,DL,484200.0,0.3486162742668319,2,normal,1,1.0,deep_over
2016 Honda City,V MT PETROL,Manual,33591,1st Owner,Petrol,DL-10,698000,DL,751100.0,-0.07069631207562242,1,underpriced,0,0.0,under
2021 KIA SELTOS,HTX 1.5 PETROL,Manual,9337,1st Owner,Petrol,HR-98,1496000,HR,949800.0,0.5750684354600969,0,overpriced,1,1.0,deep_over
2022 Tata Tiago,XZ+ CNG 1.2 RTN,Manual,30399,1st Owner,CNG,HR-26,757000,HR,625600.0,0.2100383631713555,0,overpriced,0,0.0,deep_over
2019 Maruti Baleno,ZETA PETROL 1.2,Manual,55153,1st Owner,Petrol,DL-2C,663000,DL,570300.0,0.16254602840610205,2,normal,0,0.0,over
2020 Toyota YARIS,J CVT,Automatic,38184,1st Owner,Petrol,DL-10,903000,DL,696200.0,0.29704108014938235,0,overpriced,0,0.0,deep_over
2014 HYUNDAI ELITE I20,ASTA 1.2,Manual,51113,1st Owner,Petrol,UP-78,503000,UP,623700.0,-0.1935225268558602,2,normal,0,0.0,under
2019 Maruti New Wagon-R,1.0 LXI (O),Manual,38582,1st Owner,Petrol,HR-76,449000,HR,656400.0,-0.31596587446678853,1,underpriced,1,1.0,deep_under
2018 Maruti CIAZ,ALPHA 1.5 SHVS PETROL,Manual,42142,2nd Owner,Petrol,HR-26,825000,HR,553700.0,0.48997652158208416,0,overpriced,1,1.0,deep_over
2019 Hyundai VENUE,1.4 CRDI MT SX,Manual,88117,1st Owner,Diesel,HR-29,845000,HR,848500.0,-0.0041249263406010605,2,normal,0,0.0,fair
2017 Maruti Baleno,DELTA PETROL 1.2,Manual,42192,1st Owner,Petrol,DL-9C,558000,DL,562100.0,-0.007294075787226472,1,underpriced,0,0.0,fair
2017 Maruti CIAZ,DELTA 1.4 AT PETROL,Automatic,45176,1st Owner,Petrol,DL-9C,779000,DL,678000.0,0.14896755162241887,2,normal,0,0.0,over
2021 KIA SONET,HTK+ 1.5D MT,Manual,27698,1st Owner,Diesel,UP-32,1034000,UP,1008000.0,0.025793650793650792,1,underpriced,0,0.0,fair
2016 Maruti Celerio,VXI AMT,Automatic,65851,1st Owner,Petrol,DL-8C,394000,DL,462800.0,-0.14866032843560933,2,normal,0,0.0,under
2020 Tata NEXON,XZ+ OPT PETROL,Manual,22652,1st Owner,Petrol,HR-26,952000,HR,749165.0,0.2707480995508333,0,overpriced,0,0.0,deep_over
2018 Volkswagen Polo,HIGHLINE PLUS 1.5L DIESEL,Manual,36305,1st Owner,Diesel,HR-51,644000,HR,1081125.0,-0.4043241993294022,1,underpriced,1,1.0,deep_under
2018 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,27213,2nd Owner,Petrol,DL-1C,475000,DL,570500.0,-0.16739702015775634,1,underpriced,0,0.0,under
2018 Hyundai NEW SANTRO,SPORTZ CNG,Manual,66932,1st Owner,CNG,DL-8C,469000,DL,529200.0,-0.11375661375661375,2,normal,0,0.0,under
2017 Maruti BALENO,DELTA PETROL 1.2,Manual,23526,1st Owner,Petrol,DL-8C,563000,DL,587300.0,-0.041375787502128385,1,underpriced,0,0.0,fair
2015 Honda City,V MT PETROL,Manual,67367,1st Owner,Petrol,DL-4C,636000,DL,565200.0,0.12526539278131635,2,normal,0,0.0,over
2018 Hyundai Elite i20,SPORTZ 1.2,Manual,52575,1st Owner,Petrol,UP-16,631000,UP,621300.0,0.015612425559311123,2,normal,0,0.0,fair
2017 TOYOTA COROLLA ALTIS,G AT,Automatic,75836,1st Owner,Petrol,DL-10,1139000,DL,564300.0,1.0184299131667554,0,overpriced,1,1.0,deep_over
2018 Mahindra Thar,CRDE 4X4 BS IV,Manual,21244,1st Owner,Diesel,DL-10,882000,DL,967000.0,-0.08790072388831438,1,underpriced,0,0.0,under
2015 HYUNDAI ELITE I20,SPORTZ 1.2 (O),Manual,20466,1st Owner,Petrol,DL-1C,604000,DL,585600.0,0.031420765027322405,1,underpriced,0,0.0,fair
2022 Maruti Celerio,LXI,Manual,8977,1st Owner,Petrol,DL-8C,526000,DL,525600.0,0.00076103500761035,1,underpriced,0,0.0,fair
2021 Skoda Rapid,STYLE 1.0TSI MT,Manual,13030,1st Owner,Petrol,UP-78,1210000,UP,867900.0,0.394169835234474,0,overpriced,1,1.0,deep_over
2021 Maruti IGNIS,ZETA 1.2,Manual,9558,1st Owner,Petrol,DL-5C,632000,DL,593300.0,0.06522838361705714,1,underpriced,0,0.0,over
2015 Maruti Ciaz,ZXI,Manual,23364,1st Owner,Petrol,DL-5C,611000,DL,562100.0,0.08699519658423768,1,underpriced,0,0.0,over
2022 Tata Safari,XZA PLUS GOLD,Automatic,20424,1st Owner,Diesel,UP-16,2186000,UP,1505200.0,0.45229869784746213,0,overpriced,1,1.0,deep_over
2021 Maruti S Cross,SIGMA 1.5 SHVS,Manual,17916,1st Owner,Petrol,UP-85,880000,UP,735800.0,0.19597716770861648,1,underpriced,0,0.0,over
